"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","9","tests","test_health","","","","test_health_is_up",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","211","tests","test_registrations","TestRegistrations","","","test_register_when_full_returns_409",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","6","tests","test_registrations","TestRegistrations","","","test_register_without_token_returns_401_or_403",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","145","tests","test_auth","TestAuth","","","test_create_event_with_user_token_returns_403",""
"passed","Wed Jul 29 07:57:54 UTC 2026","Wed Jul 29 07:57:54 UTC 2026","395","tests","test_auth","TestAuth","","","test_login_admin_returns_token",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","17","tests","test_events","TestEvents","","","test_get_missing_event_returns_404",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","30","tests","test_events","TestEvents","","","test_create_event_invalid_returns_400",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","14","tests","test_events","TestEvents","","","test_create_event_returns_201",""
"passed","Wed Jul 29 07:57:54 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","40","tests","test_auth","TestAuth","","","test_create_event_without_token_returns_403",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","132","tests","test_registrations","TestRegistrations","","","test_register_returns_201",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","117","tests","test_registrations","TestRegistrations","","","test_register_duplicate_email_returns_409",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","32","tests","test_auth","TestAuth","","","test_create_event_with_admin_token_returns_201",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:55 UTC 2026","27","tests","test_events","TestEvents","","","test_get_event_by_id",""
"passed","Wed Jul 29 07:57:55 UTC 2026","Wed Jul 29 07:57:56 UTC 2026","95","tests","test_registrations","TestRegistrations","","","test_register_missing_event_returns_404",""
