"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 03 18:26:37 UTC 2026","Mon Aug 03 18:26:37 UTC 2026","102","tests","test_registrations","TestRegistrations","","","test_register_missing_event_returns_404",""
"passed","Mon Aug 03 18:26:35 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","5","tests","test_health","","","","test_health_is_up",""
"passed","Mon Aug 03 18:26:36 UTC 2026","Mon Aug 03 18:26:37 UTC 2026","228","tests","test_registrations","TestRegistrations","","","test_register_when_full_returns_409",""
"passed","Mon Aug 03 18:26:35 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","31","tests","test_auth","TestAuth","","","test_create_event_with_admin_token_returns_201",""
"passed","Mon Aug 03 18:26:35 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","31","tests","test_auth","TestAuth","","","test_create_event_without_token_returns_403",""
"passed","Mon Aug 03 18:26:35 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","29","tests","test_events","TestEvents","","","test_create_event_invalid_returns_400",""
"passed","Mon Aug 03 18:26:35 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","22","tests","test_events","TestEvents","","","test_get_event_by_id",""
"passed","Mon Aug 03 18:26:35 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","12","tests","test_events","TestEvents","","","test_get_missing_event_returns_404",""
"passed","Mon Aug 03 18:26:36 UTC 2026","Mon Aug 03 18:26:36 UTC 2026","105","tests","test_registrations","TestRegistrations","","","test_register_returns_201",""
"passed","Mon Aug 03 18:26:36 UTC 2026","Mon Aug 03 18:26:36 UTC 2026","481","tests","test_registration_kafka","TestRegistrationKafka","","","test_register_publishes_registration_created_event",""
"passed","Mon Aug 03 18:26:35 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","375","tests","test_auth","TestAuth","","","test_login_admin_returns_token",""
"passed","Mon Aug 03 18:26:35 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","17","tests","test_events","TestEvents","","","test_create_event_returns_201",""
"passed","Mon Aug 03 18:26:36 UTC 2026","Mon Aug 03 18:26:36 UTC 2026","119","tests","test_registrations","TestRegistrations","","","test_register_duplicate_email_returns_409",""
"passed","Mon Aug 03 18:26:35 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","180","tests","test_auth","TestAuth","","","test_create_event_with_user_token_returns_403",""
"passed","Mon Aug 03 18:26:36 UTC 2026","Mon Aug 03 18:26:36 UTC 2026","4","tests","test_registrations","TestRegistrations","","","test_register_without_token_returns_401_or_403",""
